eventID	campaign	station	transect	number	site	eventDurationValue	samplingEffortValue	verbatimSiteNames	eventDurationUnit	samplingEffortUnit	targetHabitatScope	verbatimTargetScope	protocolNames	protocolDescriptions	protocolReferences
TANGO2_ROV16_t2	TANGO2	FH	t2	2	boat	15	90	FH-b-2	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2024 (https://doi.org/10.5281/zenodo.11653690) and Katz et al. 2026 (https://doi.org/10.1002/ece3.73392).	Danis, Bruno. “Report of the TANGO 2 Expedition to the West Antarctic Peninsula”. Zenodo, June 14, 2024. https://doi.org/10.5281/zenodo.11653690 | Katz, L., E.Mitchell, B.Danis, and H.Griffiths. 2026. “Microhabitat Patchiness Structures Benthic Biodiversity in the Western Antarctic Peninsula.” Ecology and Evolution16, no. 4: e73392. https://doi.org/10.1002/ece3.73392.
TANGO2_ROV16_t3	TANGO2	FH	t3	3	boat	15	90	FH-b-3	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2024 (https://doi.org/10.5281/zenodo.11653690) and Katz et al. 2026 (https://doi.org/10.1002/ece3.73392).	Danis, Bruno. “Report of the TANGO 2 Expedition to the West Antarctic Peninsula”. Zenodo, June 14, 2024. https://doi.org/10.5281/zenodo.11653690 | Katz, L., E.Mitchell, B.Danis, and H.Griffiths. 2026. “Microhabitat Patchiness Structures Benthic Biodiversity in the Western Antarctic Peninsula.” Ecology and Evolution16, no. 4: e73392. https://doi.org/10.1002/ece3.73392.
TANGO2_ROV17_t1	TANGO2	FH	t1	1	south pool	16	96	FH-s-1	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2024 (https://doi.org/10.5281/zenodo.11653690) and Katz et al. 2026 (https://doi.org/10.1002/ece3.73392).	Danis, Bruno. “Report of the TANGO 2 Expedition to the West Antarctic Peninsula”. Zenodo, June 14, 2024. https://doi.org/10.5281/zenodo.11653690 | Katz, L., E.Mitchell, B.Danis, and H.Griffiths. 2026. “Microhabitat Patchiness Structures Benthic Biodiversity in the Western Antarctic Peninsula.” Ecology and Evolution16, no. 4: e73392. https://doi.org/10.1002/ece3.73392.
TANGO2_DIV31_t1	TANGO2	FH	t1	2	south pool		100	FH-s-2	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2024 (https://doi.org/10.5281/zenodo.11653690) and Katz et al. 2026 (https://doi.org/10.1002/ece3.73392).	Danis, Bruno. “Report of the TANGO 2 Expedition to the West Antarctic Peninsula”. Zenodo, June 14, 2024. https://doi.org/10.5281/zenodo.11653690 | Katz, L., E.Mitchell, B.Danis, and H.Griffiths. 2026. “Microhabitat Patchiness Structures Benthic Biodiversity in the Western Antarctic Peninsula.” Ecology and Evolution16, no. 4: e73392. https://doi.org/10.1002/ece3.73392.
TANGO2_ROV18_t1	TANGO2	FH	t1	4	boat	15	90	FH-b-4	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2024 (https://doi.org/10.5281/zenodo.11653690) and Katz et al. 2026 (https://doi.org/10.1002/ece3.73392).	Danis, Bruno. “Report of the TANGO 2 Expedition to the West Antarctic Peninsula”. Zenodo, June 14, 2024. https://doi.org/10.5281/zenodo.11653690 | Katz, L., E.Mitchell, B.Danis, and H.Griffiths. 2026. “Microhabitat Patchiness Structures Benthic Biodiversity in the Western Antarctic Peninsula.” Ecology and Evolution16, no. 4: e73392. https://doi.org/10.1002/ece3.73392.
TANGO2_ROV19_t1	TANGO2	FH	t1	3	south pool	15	90	FH-s-3	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2024 (https://doi.org/10.5281/zenodo.11653690) and Katz et al. 2026 (https://doi.org/10.1002/ece3.73392).	Danis, Bruno. “Report of the TANGO 2 Expedition to the West Antarctic Peninsula”. Zenodo, June 14, 2024. https://doi.org/10.5281/zenodo.11653690 | Katz, L., E.Mitchell, B.Danis, and H.Griffiths. 2026. “Microhabitat Patchiness Structures Benthic Biodiversity in the Western Antarctic Peninsula.” Ecology and Evolution16, no. 4: e73392. https://doi.org/10.1002/ece3.73392.
TANGO2_ROV19_t2	TANGO2	FH	t2	4	south pool	15	90	FH-s-4	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2024 (https://doi.org/10.5281/zenodo.11653690) and Katz et al. 2026 (https://doi.org/10.1002/ece3.73392).	Danis, Bruno. “Report of the TANGO 2 Expedition to the West Antarctic Peninsula”. Zenodo, June 14, 2024. https://doi.org/10.5281/zenodo.11653690 | Katz, L., E.Mitchell, B.Danis, and H.Griffiths. 2026. “Microhabitat Patchiness Structures Benthic Biodiversity in the Western Antarctic Peninsula.” Ecology and Evolution16, no. 4: e73392. https://doi.org/10.1002/ece3.73392.
TANGO2_ROV20_t1	TANGO2	EI	t1	1	wreck	15	90	FH-e-1	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2024 (https://doi.org/10.5281/zenodo.11653690) and Katz et al. 2026 (https://doi.org/10.1002/ece3.73392).	Danis, Bruno. “Report of the TANGO 2 Expedition to the West Antarctic Peninsula”. Zenodo, June 14, 2024. https://doi.org/10.5281/zenodo.11653690 | Katz, L., E.Mitchell, B.Danis, and H.Griffiths. 2026. “Microhabitat Patchiness Structures Benthic Biodiversity in the Western Antarctic Peninsula.” Ecology and Evolution16, no. 4: e73392. https://doi.org/10.1002/ece3.73392.
TANGO2_ROV20_t2	TANGO2	EI	t2	2	wreck	15	90	FH-e-2	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2024 (https://doi.org/10.5281/zenodo.11653690) and Katz et al. 2026 (https://doi.org/10.1002/ece3.73392).	Danis, Bruno. “Report of the TANGO 2 Expedition to the West Antarctic Peninsula”. Zenodo, June 14, 2024. https://doi.org/10.5281/zenodo.11653690 | Katz, L., E.Mitchell, B.Danis, and H.Griffiths. 2026. “Microhabitat Patchiness Structures Benthic Biodiversity in the Western Antarctic Peninsula.” Ecology and Evolution16, no. 4: e73392. https://doi.org/10.1002/ece3.73392.
TANGO2_ROV20_t3	TANGO2	EI	t3	3	wreck	13	78	FH-e-3	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2024 (https://doi.org/10.5281/zenodo.11653690) and Katz et al. 2026 (https://doi.org/10.1002/ece3.73392).	Danis, Bruno. “Report of the TANGO 2 Expedition to the West Antarctic Peninsula”. Zenodo, June 14, 2024. https://doi.org/10.5281/zenodo.11653690 | Katz, L., E.Mitchell, B.Danis, and H.Griffiths. 2026. “Microhabitat Patchiness Structures Benthic Biodiversity in the Western Antarctic Peninsula.” Ecology and Evolution16, no. 4: e73392. https://doi.org/10.1002/ece3.73392.
TANGO2_ROV20_t4	TANGO2	EI	t4	4	wreck	10	60	FH-e-4	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2024 (https://doi.org/10.5281/zenodo.11653690) and Katz et al. 2026 (https://doi.org/10.1002/ece3.73392).	Danis, Bruno. “Report of the TANGO 2 Expedition to the West Antarctic Peninsula”. Zenodo, June 14, 2024. https://doi.org/10.5281/zenodo.11653690 | Katz, L., E.Mitchell, B.Danis, and H.Griffiths. 2026. “Microhabitat Patchiness Structures Benthic Biodiversity in the Western Antarctic Peninsula.” Ecology and Evolution16, no. 4: e73392. https://doi.org/10.1002/ece3.73392.
TANGO2_ROV21_t1	TANGO2	FH	t1	1	outer wall	12	72	FH-w-1	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2024 (https://doi.org/10.5281/zenodo.11653690) and Katz et al. 2026 (https://doi.org/10.1002/ece3.73392).	Danis, Bruno. “Report of the TANGO 2 Expedition to the West Antarctic Peninsula”. Zenodo, June 14, 2024. https://doi.org/10.5281/zenodo.11653690 | Katz, L., E.Mitchell, B.Danis, and H.Griffiths. 2026. “Microhabitat Patchiness Structures Benthic Biodiversity in the Western Antarctic Peninsula.” Ecology and Evolution16, no. 4: e73392. https://doi.org/10.1002/ece3.73392.
TANGO2_ROV21_t2	TANGO2	FH	t2	2	outer wall	13	78	FH-w-2	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2024 (https://doi.org/10.5281/zenodo.11653690) and Katz et al. 2026 (https://doi.org/10.1002/ece3.73392).	Danis, Bruno. “Report of the TANGO 2 Expedition to the West Antarctic Peninsula”. Zenodo, June 14, 2024. https://doi.org/10.5281/zenodo.11653690 | Katz, L., E.Mitchell, B.Danis, and H.Griffiths. 2026. “Microhabitat Patchiness Structures Benthic Biodiversity in the Western Antarctic Peninsula.” Ecology and Evolution16, no. 4: e73392. https://doi.org/10.1002/ece3.73392.
TANGO2_ROV21_t3	TANGO2	FH	t3	3	outer wall	12	72	FH-w-3	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2024 (https://doi.org/10.5281/zenodo.11653690) and Katz et al. 2026 (https://doi.org/10.1002/ece3.73392).	Danis, Bruno. “Report of the TANGO 2 Expedition to the West Antarctic Peninsula”. Zenodo, June 14, 2024. https://doi.org/10.5281/zenodo.11653690 | Katz, L., E.Mitchell, B.Danis, and H.Griffiths. 2026. “Microhabitat Patchiness Structures Benthic Biodiversity in the Western Antarctic Peninsula.” Ecology and Evolution16, no. 4: e73392. https://doi.org/10.1002/ece3.73392.
TANGO1_ROV1_q1	TANGO1	DI	q1	4				DI4	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV2_q1	TANGO1	DI	q1	4				DI4	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV2_t1	TANGO1	DI	t1	4				DI4	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV3_t1	TANGO1	DI	t1	4				DI4	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV4_q1	TANGO1	DI	q1	4				DI4	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV4_q2	TANGO1	DI	q2	4				DI4	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV4_q3	TANGO1	DI	q3	4				DI4	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV5_q1	TANGO1	DI	q1	4				DI4	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV5_q2	TANGO1	DI	q2	4				DI4	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV6_q1	TANGO1	DI	q1	3				DI3	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV6_q2	TANGO1	DI	q2	3				DI3	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV6_q3	TANGO1	DI	q3	3				DI3	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV7_q1	TANGO1	DI	q1	3				DI3	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV7_q2	TANGO1	DI	q2	3				DI3	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV7_t1	TANGO1	DI	t1	3				DI3	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV8_q1	TANGO1	DI	q1	1				DI1	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV9_q1	TANGO1	DI	q1	1				DI1	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
TANGO1_ROV9_q2	TANGO1	DI	q2	1				DI1	minute	meter	benthic	Visible shallow-water Antarctic benthic fauna, macroalgae, and substrate features detectable from ROV imagery	ROV video transect survey	ROV video transect/quadrant survey with image-based annotation of benthic organisms and substrate features. Methodological details in Danis et al. 2023 (https://doi.org/10.5281/zenodo.8013722) and Katz et al. 2025 (https://doi.org/10.1007/s00300-025-03407-4).	Danis, Bruno, Maria Amenabar, Annette Bombosch, Axelle Brusselman, Marius Buydens, Bruno Delille, Martin Dogniez, et al. “Report of the TANGO 1 Expedition to the West Antarctic Peninsula”. Zenodo, June 7, 2023. https://doi.org/10.5281/zenodo.8013722 | Katz, L., Khan, T.M., Moreau, C. et al. Using Bayesian network inference and underwater imagery to understand the influence of environmental heterogeneities on benthic community structure in the Antarctic Peninsula. Polar Biol 48, 91 (2025). https://doi.org/10.1007/s00300-025-03407-4
