id	name	parent_id	parentName	catamiPath	isLeaf	header	vernacularName	scientificName	taxonRank	verbatimIdentification	identificationQualifier	confidence	mappingBasis	color	label_tree_id	source_id
376333	green_encr_algae	376295	Encrusting	Biota > Macroalgae > Encrusting > green_encr_algae	True	green_encr_algae	green encrusting alga	Chlorophyta	phylum	green encrusting algae		high	header only	5ef878	2564	
376281	desmarestia_msp2	376223	Brown	Biota > Macroalgae > Erect_coarse_branching > Brown > desmarestia_msp2	True	desmarestia_msp2	brown alga	Desmarestia anceps	species	desmarestia morphotype 2		high	paper	92950f	2564	
376328	Green	376299	Erect_coarse_branching	Biota > Macroalgae > Erect_coarse_branching > Green	True					Green		unmapped / descriptive	CATAMI label only	39c615	2564	
376435	Red	376299	Erect_coarse_branching	Biota > Macroalgae > Erect_coarse_branching > Red	True					Red		unmapped / descriptive	CATAMI label only	f849ca	2564	
376280	desmarestia_msp1	376224	Brown	Biota > Macroalgae > Erect_fine_branching > Brown > desmarestia_msp1	True	desmarestia_msp1	brown alga	Desmarestia antarctica	species	desmarestia morphotype 1		high	paper	95560f	2564	
376329	Green	376300	Erect_fine_branching	Biota > Macroalgae > Erect_fine_branching > Green	True					Green		unmapped / descriptive	CATAMI label only	39c615	2564	
376215	branching_red_algae_msp1	376433	Red	Biota > Macroalgae > Erect_fine_branching > Red > branching_red_algae_msp1	True	branching_red_algae_msp1	branching red alga	Plocamium hookeri	species	branching red algae morphotype 1		high	paper/Table S1	f748ca	2564	
376216	branching_red_algae_msp2	376433	Red	Biota > Macroalgae > Erect_fine_branching > Red > branching_red_algae_msp2	True	branching_red_algae_msp2	branching red alga	Trematocarpus antarcticus	species	branching red algae morphotype 2		high	paper/Table S1	8d0202	2564	
376225	Brown	376306	Filamentous / filiform	Biota > Macroalgae > Filamentous / filiform > Brown	True					Brown		unmapped / descriptive	CATAMI label only	95560f	2564	
376330	Green	376306	Filamentous / filiform	Biota > Macroalgae > Filamentous / filiform > Green	True					Green		unmapped / descriptive	CATAMI label only	39c615	2564	
376432	Red	376306	Filamentous / filiform	Biota > Macroalgae > Filamentous / filiform > Red	True					Red		unmapped / descriptive	CATAMI label only	d839d4	2564	
376219	Brown	376322	Globose / saccate	Biota > Macroalgae > Globose / saccate > Brown	True					Brown		unmapped / descriptive	CATAMI label only	95560f	2564	
376331	Green	376322	Globose / saccate	Biota > Macroalgae > Globose / saccate > Green	True					Green		unmapped / descriptive	CATAMI label only	3bc823	2564	
376431	Red	376322	Globose / saccate	Biota > Macroalgae > Globose / saccate > Red	True					Red		unmapped / descriptive	CATAMI label only	f748ca	2564	
376220	Brown	376354	Laminate	Biota > Macroalgae > Laminate > Brown	True					Brown		unmapped / descriptive	CATAMI label only	95560f	2564	
376327	Green	376354	Laminate	Biota > Macroalgae > Laminate > Green	True					Green		unmapped / descriptive	CATAMI label only	25ee43	2564	
376430	Red	376354	Laminate	Biota > Macroalgae > Laminate > Red	True					Red		unmapped / descriptive	CATAMI label only	f748ca	2564	
376339	himantothallus_msp1	376221	Brown	Biota > Macroalgae > Large canopy-forming > Brown > himantothallus_msp1	True	himantothallus_msp1	Antarctic kelp	Himantothallus grandifolius	species	himantothallus morphotype 1		high	paper/Table S1	95560f	2564	
376334	green_sheet_algae_msp1	376332	Green	Biota > Macroalgae > Sheet-like / membraneous > Green > green_sheet_algae_msp1	True	green_sheet_algae_msp1	green sheet alga	Chlorophyta	phylum	green sheet algae morphotype 1		high	header only	3bc823	2564	
376439	red_sheet_msp1	376429	Red	Biota > Macroalgae > Sheet-like / membraneous > Red > red_sheet_msp1	True	red_sheet_msp1	red sheet alga	Iridaea cordata	species	red sheet morphotype 1		high	paper/Table S1	f74a4a	2564	
376440	red_sheet_msp2	376429	Red	Biota > Macroalgae > Sheet-like / membraneous > Red > red_sheet_msp2	True					red_sheet_msp2		unmapped / descriptive	CATAMI label only	f74a4a	2564	
376227	brown_sheet_algae	376460	Sheet-like / membraneous	Biota > Macroalgae > Sheet-like / membraneous > brown_sheet_algae	True					brown_sheet_algae		unmapped / descriptive	CATAMI label only	985b1a	2564	
376438	red_or_brown_sheet_algae	376460	Sheet-like / membraneous	Biota > Macroalgae > Sheet-like / membraneous > red_or_brown_sheet_algae	True	red_or_brown_sheet_algae_msp0	red or brown sheet alga			red or brown sheet algae morphotype 0		descriptive only	Table S1	e558c1	2564	
376360	laternula	376231	Burrowers	Biota > Molluscs > Bivalves > Burrowers > laternula	True	laternula	Antarctic soft-shell clam	Laternula elliptica	species	laternula		high	paper/Table S1	c262e6	2564	
376195	beige_bivalve_msp1	376388	Non-burrowers	Biota > Molluscs > Bivalves > Non-burrowers > beige_bivalve_msp1	True	beige_bivalve_msp1	beige bivalve	Bivalvia	class	beige bivalve morphotype 1		high	header only	8d9d53	2564	
376226	brown_bivalve_msp3	376388	Non-burrowers	Biota > Molluscs > Bivalves > Non-burrowers > brown_bivalve_msp3	True	brown_bivalve_msp3	brown bivalve	Bivalvia	class	brown bivalve morphotype 3		high	header only	607be6	2564	
376240	clam_msp2	376388	Non-burrowers	Biota > Molluscs > Bivalves > Non-burrowers > clam_msp2	True	clam_msp2	clam	Bivalvia	class	clam morphotype 2		high	header only	e66060	2564	
376277	Cuttlefish	376235	Cephalopods	Biota > Molluscs > Cephalopods > Cuttlefish	True					Cuttlefish		unmapped / descriptive	CATAMI label only	50f0be	2564	
376394	Octopods	376235	Cephalopods	Biota > Molluscs > Cephalopods > Octopods	True					Octopods		unmapped / descriptive	CATAMI label only	4030f5	2564	
376488	Squid	376235	Cephalopods	Biota > Molluscs > Cephalopods > Squid	True					Squid		unmapped / descriptive	CATAMI label only	06a7e6	2564	
376237	Chitons	376379	Molluscs	Biota > Molluscs > Chitons	True					Chitons		unmapped / descriptive	CATAMI label only	63e9d9	2564	
376369	Margarella antarctica	376320	Gastropoda	Biota > Molluscs > Gastropoda > Margarella antarctica	True	white_snail	snail	Margarella antarctica	species	white snail		high	paper/Table S1	63e9d9	2564	
376284	Doris_kerguelenensis	376392	Nudibranchia	Biota > Molluscs > Gastropoda > Nudibranchia > Doris_kerguelenensis	True	white_bunny_msp1	white nudibranch	Doris	genus	Doris kerguelenensis	cf.	medium	Table S1 probable identification	5edece	2564	
376362	limpet_msp1	376511	True limpets	Biota > Molluscs > Gastropoda > True limpets > limpet_msp1	True	limpet_msp1	limpet	Patellogastropoda	order	limpet morphotype 1	cf.	medium	header only	f0f279	2564	
376363	limpet_msp2	376511	True limpets	Biota > Molluscs > Gastropoda > True limpets > limpet_msp2	True	limpet_msp2	limpet	Patellogastropoda	order	limpet morphotype 2	cf.	medium	header only	60e3d2	2564	
376385	nacella	376511	True limpets	Biota > Molluscs > Gastropoda > True limpets > nacella	True	nacella	Antarctic limpet	Nacella concinna	species	nacella		high	Table S1	60e3d2	2564	
376457	Sea spiders	376199	Biota	Biota > Sea spiders	True					Sea spiders		unmapped / descriptive	CATAMI label only	4255ed	2564	
376290	Elliptical leaves	376458	Seagrasses	Biota > Seagrasses > Elliptical leaves	True					Elliptical leaves		unmapped / descriptive	CATAMI label only	c37cfd	2564	
376496	Strap-like leaves	376458	Seagrasses	Biota > Seagrasses > Strap-like leaves	True					Strap-like leaves		unmapped / descriptive	CATAMI label only	e851dd	2564	
376265	Creeping / ramose	376268	Crust-like	Biota > Sponges > Crust-like > Creeping / ramose	True					Creeping / ramose		unmapped / descriptive	CATAMI label only	e6bb67	2564	
376292	Encrusting	376268	Crust-like	Biota > Sponges > Crust-like > Encrusting	True					Encrusting		unmapped / descriptive	CATAMI label only	26d0ff	2564	
376297	Endolithic / bioeroding	376268	Crust-like	Biota > Sponges > Crust-like > Endolithic / bioeroding	True					Endolithic / bioeroding		unmapped / descriptive	CATAMI label only	5afa92	2564	
376192	Barrels	376274	Cup-like	Biota > Sponges > Cup-like > Barrels	True					Barrels		unmapped / descriptive	CATAMI label only	6b92ec	2564	
376273	Cup / goblet	376275	Cups	Biota > Sponges > Cup-like > Cups > Cup / goblet	True					Cup / goblet		unmapped / descriptive	CATAMI label only	4565e6	2564	
376348	Incomplete cup / curled fan	376275	Cups	Biota > Sponges > Cup-like > Cups > Incomplete cup / curled fan	True					Incomplete cup / curled fan		unmapped / descriptive	CATAMI label only	33ff5f	2564	
376502	Tables / discs	376275	Cups	Biota > Sponges > Cup-like > Cups > Tables / discs	True					Tables / discs		unmapped / descriptive	CATAMI label only	ff524d	2564	
376515	Tubes and chimneys	376274	Cup-like	Biota > Sponges > Cup-like > Tubes and chimneys	True					Tubes and chimneys		unmapped / descriptive	CATAMI label only	aaf23d	2564	
376309	finger_sponge_msp1	376210	Branching	Biota > Sponges > Erect > Branching > finger_sponge_msp1	True	finger_sponge_msp1	finger sponge	Porifera	phylum	finger sponge morphotype 1		high	header only	ec9418	2564	
376353	Laminar	376298	Erect	Biota > Sponges > Erect > Laminar	True					Laminar		unmapped / descriptive	CATAMI label only	1721e6	2564	
376408	Palmate	376298	Erect	Biota > Sponges > Erect > Palmate	True					Palmate		unmapped / descriptive	CATAMI label only	f959ff	2564	
376308	fine_orange_msp4	376464	Simple	Biota > Sponges > Erect > Simple > fine_orange_msp4	True	fine_orange_msp4	fine orange morphotype			fine orange morphotype		descriptive only	header only	5ce6cf	2564	
376359	large_yellow_msp3	376464	Simple	Biota > Sponges > Erect > Simple > large_yellow_msp3	True	large_yellow_msp3	large yellow morphotype 3	Asteroidea	class	large_yellow_msp3		high	header only	5ce6cf	2564	
376492	Stalked	376298	Erect	Biota > Sponges > Erect > Stalked	True					Stalked		unmapped / descriptive	CATAMI label only	73ff96	2564	
376483	spiky_ball_sponge_msp6	376188	Balls	Biota > Sponges > Massive > Balls > spiky_ball_sponge_msp6	True	spiky_ball_sponge_msp6	spiky ball sponge	Porifera	phylum	spiky ball sponge morphotype 6		high	header only	1430ec	2564	
376270	Cryptic	376372	Massive	Biota > Sponges > Massive > Cryptic	True					Cryptic		unmapped / descriptive	CATAMI label only	ea15dc	2564	
376397	orange_blob_msp5	376463	Simple	Biota > Sponges > Massive > Simple > orange_blob_msp5	True	orange_blob_msp5	orange blob			orange blob morphotype 5		descriptive only	header only	f5a519	2564	
376539	yellow_blob_msp2	376463	Simple	Biota > Sponges > Massive > Simple > yellow_blob_msp2	True	yellow_blob_msp2	yellow blob			yellow blob morphotype 2		descriptive only	header only	bbf61a	2564	
376175	Acorn worms	376536	Worms	Biota > Worms > Acorn worms	True					Acorn worms		unmapped / descriptive	CATAMI label only	f5cf45	2564	
376287	Echiura	376536	Worms	Biota > Worms > Echiura	True	Echiura	echiurans	Echiura	subphylum	Echiura		high	header only	41d5e7	2564	
376312	Flatworms	376536	Worms	Biota > Worms > Flatworms	True					Flatworms		unmapped / descriptive	CATAMI label only	b8ec4c	2564	
376409	parborlasia_aggr	376386	Nemertea	Biota > Worms > Nemertea > parborlasia_aggr	True	parborlasia_aggr	ribbon worm	Parborlasia	genus	Parborlasia aggregate		high	header	5ddcfe	2564	
376410	parborlasia_corrugatus	376386	Nemertea	Biota > Worms > Nemertea > parborlasia_corrugatus	True	parborlasia_corrugatus	Antarctic ribbon worm	Parborlasia corrugatus	species	parborlasia corrugatus		high	header/Table S1	5ddcfe	2564	
376414	Penisworms	376536	Worms	Biota > Worms > Penisworms	True					Penisworms		unmapped / descriptive	CATAMI label only	3042f7	2564	
376404	Other polychaetes	376422	Polychaetes	Biota > Worms > Polychaetes > Other polychaetes	True					Other polychaetes		unmapped / descriptive	CATAMI label only	dc63e7	2564	
376504	Terebellidae	376514	Tube worms	Biota > Worms > Polychaetes > Tube worms > Terebellidae	True	terebellidae	terebellid worm	Terebellidae	family	terebellid worms		high	Table S1	4893f2	2564	
376467	Sipuncula	376536	Worms	Biota > Worms > Sipuncula	True					Sipuncula		unmapped / descriptive	CATAMI label only	edb374	2564	
376474	small_pink_worm_msp1	376536	Worms	Biota > Worms > small_pink_worm_msp1	True	small_pink_worm_msp1	small pink worm			small pink worm morphotype 1		descriptive only	header only	fd9eff	2564	
376475	small_white_worm_msp2	376536	Worms	Biota > Worms > small_white_worm_msp2	True	small_white_worm_msp2	small white worm			small white worm morphotype 2		descriptive only	Table S1	ffffff	2564	
376446	Ripples (<10cm height)	376172	2D	Physical > Bedforms > 2D > Ripples (<10cm height)	True					Ripples (<10cm height)		unmapped / descriptive	CATAMI label only	0776f6	2564	
376529	Waves (>10cm height)	376172	2D	Physical > Bedforms > 2D > Waves (>10cm height)	True					Waves (>10cm height)		unmapped / descriptive	CATAMI label only	52e6b8	2564	
376447	Ripples (<10cm height)	376173	3D	Physical > Bedforms > 3D > Ripples (<10cm height)	True					Ripples (<10cm height)		unmapped / descriptive	CATAMI label only	69a7fc	2564	
376530	Waves (>10cm height)	376173	3D	Physical > Bedforms > 3D > Waves (>10cm height)	True					Waves (>10cm height)		unmapped / descriptive	CATAMI label only	f711f0	2564	
376200	Bioturbated	376194	Bedforms	Physical > Bedforms > Bioturbated	True					Bioturbated		unmapped / descriptive	CATAMI label only	eebb39	2564	
376391		376194	Bedforms	Physical > Bedforms > nan	True							unmapped / descriptive	CATAMI label only	1828f7	2564	
376311	Flat	376442	Relief	Physical > Relief > Flat	True					Flat		unmapped / descriptive	CATAMI label only	0635ec	2564	
376338	High (>3m)	376337	High	Physical > Relief > High > High (>3m)	True					High (>3m)		unmapped / descriptive	CATAMI label only	0575f8	2564	
376527	Wall	376337	High	Physical > Relief > High > Wall	True					Wall		unmapped / descriptive	CATAMI label only	f96c08	2564	
376365	Low (<1m)	376366	Low / moderate	Physical > Relief > Low / moderate > Low (<1m)	True					Low (<1m)		unmapped / descriptive	CATAMI label only	75eb8f	2564	
376378	Moderate (1-3m)	376366	Low / moderate	Physical > Relief > Low / moderate > Moderate (1-3m)	True					Moderate (1-3m)		unmapped / descriptive	CATAMI label only	00caf3	2564	
376208	Boulders	376252	Consolidated (hard)	Physical > Substrate > Consolidated (hard) > Boulders	True					Boulders		unmapped / descriptive	CATAMI label only	7a7a7a	2564	
376243	Cobbles	376252	Consolidated (hard)	Physical > Substrate > Consolidated (hard) > Cobbles	True					Cobbles		unmapped / descriptive	CATAMI label only	bcb7c3	2564	
376448	Rock	376252	Consolidated (hard)	Physical > Substrate > Consolidated (hard) > Rock	True					Rock		unmapped / descriptive	CATAMI label only	000000	2564	
376190	Barnacle plates	376198	Biologenic	Physical > Substrate > Unconsolidated (soft) > pebble_gravel > Biologenic > Barnacle plates	True					Barnacle plates		unmapped / descriptive	CATAMI label only	f3c064	2564	
376253	Coquina / shellhash	376198	Biologenic	Physical > Substrate > Unconsolidated (soft) > pebble_gravel > Biologenic > Coquina / shellhash	True					Coquina / shellhash		unmapped / descriptive	CATAMI label only	46f84c	2564	
376254	Coral rubble	376198	Biologenic	Physical > Substrate > Unconsolidated (soft) > pebble_gravel > Biologenic > Coral rubble	True					Coral rubble		unmapped / descriptive	CATAMI label only	43f570	2564	
376444	Rhodoliths	376198	Biologenic	Physical > Substrate > Unconsolidated (soft) > pebble_gravel > Biologenic > Rhodoliths	True					Rhodoliths		unmapped / descriptive	CATAMI label only	f75332	2564	
376455	Screwshells	376198	Biologenic	Physical > Substrate > Unconsolidated (soft) > pebble_gravel > Biologenic > Screwshells	True					Screwshells		unmapped / descriptive	CATAMI label only	e3fd77	2564	
376325	Gravel (2-10mm)	376412	pebble_gravel	Physical > Substrate > Unconsolidated (soft) > pebble_gravel > Gravel (2-10mm)	True					Gravel (2-10mm)		unmapped / descriptive	CATAMI label only	f46281	2564	
376411	Pebble (10-64mm)	376412	pebble_gravel	Physical > Substrate > Unconsolidated (soft) > pebble_gravel > Pebble (10-64mm)	True					Pebble (10-64mm)		unmapped / descriptive	CATAMI label only	3df890	2564	
376242	Coarse sand (with shell fragments)	376454	sand_or_mud_max2mm	Physical > Substrate > Unconsolidated (soft) > sand_or_mud_max2mm > Coarse sand (with shell fragments)	True					Coarse sand (with shell fragments)		unmapped / descriptive	CATAMI label only	8ee60c	2564	
376307	Fine sand (no shell fragments)	376454	sand_or_mud_max2mm	Physical > Substrate > Unconsolidated (soft) > sand_or_mud_max2mm > Fine sand (no shell fragments)	True					Fine sand (no shell fragments)		unmapped / descriptive	CATAMI label only	e94c84	2564	
376382	Mud / silt (<64um)	376454	sand_or_mud_max2mm	Physical > Substrate > Unconsolidated (soft) > sand_or_mud_max2mm > Mud / silt (<64um)	True					Mud / silt (<64um)		unmapped / descriptive	CATAMI label only	07ef90	2564	
376258	covered by algae	376517	unknown	Physical > Substrate > unknown > covered by algae	True					covered by algae		unmapped / descriptive	CATAMI label only	8a8891	2564	
376259	covered by shells	376517	unknown	Physical > Substrate > unknown > covered by shells	True					covered by shells		unmapped / descriptive	CATAMI label only	6bff66	2564	
376260	covered by shells/algae	376517	unknown	Physical > Substrate > unknown > covered by shells/algae	True					covered by shells/algae		unmapped / descriptive	CATAMI label only	8a8891	2564	
376199	Biota			Biota	False					Biota		unmapped / descriptive	CATAMI label only	ae00ff	2564	
376184	Ascidians	376199	Biota	Biota > Ascidians	False					Ascidians		unmapped / descriptive	CATAMI label only	d7ea4b	2564	
376491	Stalked	376184	Ascidians	Biota > Ascidians > Stalked	False					Stalked		unmapped / descriptive	CATAMI label only	e5f54a	2564	
376519	Unstalked	376184	Ascidians	Biota > Ascidians > Unstalked	False					Unstalked		unmapped / descriptive	CATAMI label only	4a22f0	2564	
376478	Solitary	376519	Unstalked	Biota > Ascidians > Unstalked > Solitary	False					Solitary		unmapped / descriptive	CATAMI label only	776def	2564	
376187	Bacterial mats	376199	Biota	Biota > Bacterial mats	False					Bacterial mats		unmapped / descriptive	CATAMI label only	69f0ba	2564	
376201	Bioturbation	376199	Biota	Biota > Bioturbation	False					Bioturbation		unmapped / descriptive	CATAMI label only	f2582f	2564	
376264	Crawling_traces	376201	Bioturbation	Biota > Bioturbation > Crawling_traces	False					Crawling_traces		unmapped / descriptive	CATAMI label only	f2297c	2564	
376285	Dwelling traces	376201	Bioturbation	Biota > Bioturbation > Dwelling traces	False					Dwelling traces		unmapped / descriptive	CATAMI label only	e77916	2564	
376302	Feeding traces	376201	Bioturbation	Biota > Bioturbation > Feeding traces	False					Feeding traces		unmapped / descriptive	CATAMI label only	c30df2	2564	
376400	Organism tests	376201	Bioturbation	Biota > Bioturbation > Organism tests	False					Organism tests		unmapped / descriptive	CATAMI label only	f61ee7	2564	
376443	Resting traces	376201	Bioturbation	Biota > Bioturbation > Resting traces	False					Resting traces		unmapped / descriptive	CATAMI label only	f6de45	2564	
376518	Unknown origin	376201	Bioturbation	Biota > Bioturbation > Unknown origin	False					Unknown origin		unmapped / descriptive	CATAMI label only	ec30e9	2564	
376528	Waste casts	376201	Bioturbation	Biota > Bioturbation > Waste casts	False					Waste casts		unmapped / descriptive	CATAMI label only	b22aef	2564	
376229	Bryozoa	376199	Biota	Biota > Bryozoa	False	Bryozoa	bryozoans	Bryozoa	phylum	Bryozoa		high	header only	46e5ab	2564	
376335	Hard	376229	Bryozoa	Biota > Bryozoa > Hard	False					Hard		unmapped / descriptive	CATAMI label only	31e5fb	2564	
376477	Soft	376229	Bryozoa	Biota > Bryozoa > Soft	False					Soft		unmapped / descriptive	CATAMI label only	56ee16	2564	
376241	Cnidaria	376199	Biota	Biota > Cnidaria	False					Cnidaria		unmapped / descriptive	CATAMI label only	e64866	2564	
376247	Colonial anemones	376241	Cnidaria	Biota > Cnidaria > Colonial anemones	False					Colonial anemones		unmapped / descriptive	CATAMI label only	6e6eec	2564	
376256	Corals	376241	Cnidaria	Biota > Cnidaria > Corals	False					Corals		unmapped / descriptive	CATAMI label only	ef6ad6	2564	
376203	Black & Octocorals	376256	Corals	Biota > Cnidaria > Corals > Black & Octocorals	False					Black & Octocorals		unmapped / descriptive	CATAMI label only	e62b47	2564	
376214	Branching (3D)	376203	Black & Octocorals	Biota > Cnidaria > Corals > Black & Octocorals > Branching (3D)	False					Branching (3D)		unmapped / descriptive	CATAMI label only	f746db	2564	
376313	Fleshy	376214	Branching (3D)	Biota > Cnidaria > Corals > Black & Octocorals > Branching (3D) > Fleshy	False					Fleshy		unmapped / descriptive	CATAMI label only	e9f41e	2564	
376390	Non-fleshy	376214	Branching (3D)	Biota > Cnidaria > Corals > Black & Octocorals > Branching (3D) > Non-fleshy	False					Non-fleshy		unmapped / descriptive	CATAMI label only	fa0d67	2564	
376206	Bottle-brush	376390	Non-fleshy	Biota > Cnidaria > Corals > Black & Octocorals > Branching (3D) > Non-fleshy > Bottle-brush	False					Bottle-brush		unmapped / descriptive	CATAMI label only	ed50dc	2564	
376301	Fan (2D)	376203	Black & Octocorals	Biota > Cnidaria > Corals > Black & Octocorals > Fan (2D)	False					Fan (2D)		unmapped / descriptive	CATAMI label only	f3ab36	2564	
376305	Fern-frond	376301	Fan (2D)	Biota > Cnidaria > Corals > Black & Octocorals > Fan (2D) > Fern-frond	False					Fern-frond		unmapped / descriptive	CATAMI label only	45e1fd	2564	
376495	Stony corals	376256	Corals	Biota > Cnidaria > Corals > Stony corals	False					Stony corals		unmapped / descriptive	CATAMI label only	ef862c	2564	
376480	Solitary	376495	Stony corals	Biota > Cnidaria > Corals > Stony corals > Solitary	False					Solitary		unmapped / descriptive	CATAMI label only	9642fb	2564	
376345	Hydrocorals	376241	Cnidaria	Biota > Cnidaria > Hydrocorals	False					Hydrocorals		unmapped / descriptive	CATAMI label only	d95ef8	2564	
376509	True anemones	376241	Cnidaria	Biota > Cnidaria > True anemones	False					True anemones		unmapped / descriptive	CATAMI label only	90fd3b	2564	
376403	Other anemones	376509	True anemones	Biota > Cnidaria > True anemones > Other anemones	False					Other anemones		unmapped / descriptive	CATAMI label only	50f302	2564	
376269	Crustacea	376199	Biota	Biota > Crustacea	False					Crustacea		unmapped / descriptive	CATAMI label only	0d7bec	2564	
376191	Barnacles	376269	Crustacea	Biota > Crustacea > Barnacles	False					Barnacles		unmapped / descriptive	CATAMI label only	dbf249	2564	
376261	Crabs	376269	Crustacea	Biota > Crustacea > Crabs	False					Crabs		unmapped / descriptive	CATAMI label only	edf672	2564	
376336	Hermit crabs	376269	Crustacea	Biota > Crustacea > Hermit crabs	False					Hermit crabs		unmapped / descriptive	CATAMI label only	f28442	2564	
376350	Isopods	376269	Crustacea	Biota > Crustacea > Isopods	False					Isopods		unmapped / descriptive	CATAMI label only	ed0c0c	2564	
376364	Lobsters	376269	Crustacea	Biota > Crustacea > Lobsters	False					Lobsters		unmapped / descriptive	CATAMI label only	816af5	2564	
376286	Echinoderms	376199	Biota	Biota > Echinoderms	False					Echinoderms		unmapped / descriptive	CATAMI label only	f937fb	2564	
376185	Asteroidea	376286	Echinoderms	Biota > Echinoderms > Asteroidea	False	Asteroidea	sea stars	Asteroidea	class	Asteroidea		high	header only	f98133	2564	
376267	Crinoids	376286	Echinoderms	Biota > Echinoderms > Crinoids	False					Crinoids		unmapped / descriptive	CATAMI label only	a0f810	2564	
376520	Unstalked crinoids	376267	Crinoids	Biota > Echinoderms > Crinoids > Unstalked crinoids	False					Unstalked crinoids		unmapped / descriptive	CATAMI label only	0f8bf5	2564	
376344	Holothurians	376286	Echinoderms	Biota > Echinoderms > Holothurians	False					Holothurians		unmapped / descriptive	CATAMI label only	ec9a26	2564	
376196	Benthic	376344	Holothurians	Biota > Echinoderms > Holothurians > Benthic	False					Benthic		unmapped / descriptive	CATAMI label only	e82001	2564	
376395	Ophiuroids	376286	Echinoderms	Biota > Echinoderms > Ophiuroids	False					Ophiuroids		unmapped / descriptive	CATAMI label only	41faf8	2564	
376217	Brittle / snake stars	376395	Ophiuroids	Biota > Echinoderms > Ophiuroids > Brittle / snake stars	False					Brittle / snake stars		unmapped / descriptive	CATAMI label only	62b9e6	2564	
376524	Urchins	376286	Echinoderms	Biota > Echinoderms > Urchins	False					Urchins		unmapped / descriptive	CATAMI label only	7c2be8	2564	
376441	Regular urchins	376524	Urchins	Biota > Echinoderms > Urchins > Regular urchins	False					Regular urchins		unmapped / descriptive	CATAMI label only	fead15	2564	
376310	Fishes	376199	Biota	Biota > Fishes	False					Fishes		unmapped / descriptive	CATAMI label only	50f6ec	2564	
376289	Elasmobranchs	376310	Fishes	Biota > Fishes > Elasmobranchs	False					Elasmobranchs		unmapped / descriptive	CATAMI label only	a77bf8	2564	
376351	Jellies	376199	Biota	Biota > Jellies	False					Jellies		unmapped / descriptive	CATAMI label only	89ed3c	2564	
376368	Macroalgae	376199	Biota	Biota > Macroalgae	False	Macroalgae	macroalgae			Macroalgae		descriptive only	header only	0b0feb	2564	
376368	Macroalgae	376199	Biota	Biota > Macroalgae	False	macroalgae	macroalgae			macroalgae		descriptive only	header only	0b0feb	2564	
376178	Articulated calcareous	376368	Macroalgae	Biota > Macroalgae > Articulated calcareous	False					Articulated calcareous		unmapped / descriptive	CATAMI label only	52bef9	2564	
376295	Encrusting	376368	Macroalgae	Biota > Macroalgae > Encrusting	False					Encrusting		unmapped / descriptive	CATAMI label only	78fdcd	2564	
376436	Red	376295	Encrusting	Biota > Macroalgae > Encrusting > Red	False					Red		unmapped / descriptive	CATAMI label only	f047d0	2564	
376233	Calcareous	376436	Red	Biota > Macroalgae > Encrusting > Red > Calcareous	False					Calcareous		unmapped / descriptive	CATAMI label only	f047d0	2564	
376299	Erect_coarse_branching	376368	Macroalgae	Biota > Macroalgae > Erect_coarse_branching	False					Erect_coarse_branching		unmapped / descriptive	CATAMI label only	2bb4f8	2564	
376223	Brown	376299	Erect_coarse_branching	Biota > Macroalgae > Erect_coarse_branching > Brown	False					Brown		unmapped / descriptive	CATAMI label only	95560f	2564	
376300	Erect_fine_branching	376368	Macroalgae	Biota > Macroalgae > Erect_fine_branching	False					Erect_fine_branching		unmapped / descriptive	CATAMI label only	1d38e6	2564	
376224	Brown	376300	Erect_fine_branching	Biota > Macroalgae > Erect_fine_branching > Brown	False					Brown		unmapped / descriptive	CATAMI label only	95560f	2564	
376433	Red	376300	Erect_fine_branching	Biota > Macroalgae > Erect_fine_branching > Red	False					Red		unmapped / descriptive	CATAMI label only	f748ca	2564	
376306	Filamentous / filiform	376368	Macroalgae	Biota > Macroalgae > Filamentous / filiform	False	filamentous_filiform_algae	diatom mat	Bacillariophyta	phylum	filamentous filiform algae		high	paper calls these diatom mats	e93ee4	2564	
376322	Globose / saccate	376368	Macroalgae	Biota > Macroalgae > Globose / saccate	False					Globose / saccate		unmapped / descriptive	CATAMI label only	35c4fe	2564	
376354	Laminate	376368	Macroalgae	Biota > Macroalgae > Laminate	False					Laminate		unmapped / descriptive	CATAMI label only	f3365f	2564	
376355	Large canopy-forming	376368	Macroalgae	Biota > Macroalgae > Large canopy-forming	False					Large canopy-forming		unmapped / descriptive	CATAMI label only	aae964	2564	
376221	Brown	376355	Large canopy-forming	Biota > Macroalgae > Large canopy-forming > Brown	False					Brown		unmapped / descriptive	CATAMI label only	95560f	2564	
376460	Sheet-like / membraneous	376368	Macroalgae	Biota > Macroalgae > Sheet-like / membraneous	False					Sheet-like / membraneous		unmapped / descriptive	CATAMI label only	e558c1	2564	
376332	Green	376460	Sheet-like / membraneous	Biota > Macroalgae > Sheet-like / membraneous > Green	False					Green		unmapped / descriptive	CATAMI label only	3bc823	2564	
376429	Red	376460	Sheet-like / membraneous	Biota > Macroalgae > Sheet-like / membraneous > Red	False					Red		unmapped / descriptive	CATAMI label only	f748ca	2564	
376379	Molluscs	376199	Biota	Biota > Molluscs	False					Molluscs		unmapped / descriptive	CATAMI label only	4ef583	2564	
376202	Bivalves	376379	Molluscs	Biota > Molluscs > Bivalves	False					Bivalves		unmapped / descriptive	CATAMI label only	4ef583	2564	
376231	Burrowers	376202	Bivalves	Biota > Molluscs > Bivalves > Burrowers	False					Burrowers		unmapped / descriptive	CATAMI label only	c262e6	2564	
